run,model,dataset,r2_score,rmse,time,memory
9,ARFR,abalone,0.5927984869925623,2.1283965259414446,24.64862847328186,5.9375
1,ARFR,ailerons,0.5972310832987757,0.07191270246849801,110.55592894554138,65.6796875
10,ARFR,ailerons,0.6602422116692189,0.06604840689603414,75.0622947216034,65.17578125
2,ARFR,ailerons,0.5972310832987757,0.07191270246849801,92.07539868354797,51.69140625
3,ARFR,ailerons,0.5972310832987757,0.07191270246849801,96.6137261390686,73.203125
4,ARFR,ailerons,0.6177252632535603,0.07005924217377613,88.27573037147522,68.8203125
5,ARFR,ailerons,0.5951746016256706,0.07209605681410705,72.76179575920105,110.20703125
6,ARFR,ailerons,0.6790524529208266,0.06419403382427237,68.84887623786926,59.2578125
7,ARFR,ailerons,0.6339700203704837,0.06855449960271245,71.07809591293335,57.046875
8,ARFR,ailerons,0.6198293806057373,0.06986616601587044,78.64803218841553,60.6328125
9,ARFR,ailerons,0.5951746016256706,0.07209605681410705,74.00030016899109,58.1015625
1,ARFR,bike,0.7819457769147915,84.70478787670274,69.87304091453552,64.7109375
10,ARFR,bike,0.7582714743622375,89.18455706464601,59.03851771354675,56.3515625
2,ARFR,bike,0.7477923924305755,91.0971519315747,76.72156596183777,78.70703125
3,ARFR,bike,0.774801641312862,86.08120119528394,74.15556478500366,58.75390625
4,ARFR,bike,0.7477923924305755,91.0971519315747,55.456427812576294,99.78515625
5,ARFR,bike,0.7677773620413515,87.413394464548,56.68977475166321,63.2265625
6,ARFR,bike,0.7477923924305755,91.0971519315747,52.761051654815674,57.4296875
7,ARFR,bike,0.7477923924305755,91.0971519315747,58.40531373023987,61.59765625
8,ARFR,bike,0.7477923924305755,91.0971519315747,55.59170722961426,63.59375
9,ARFR,bike,0.7584353144673275,89.15432793890538,57.22769355773926,69.37109375
1,ARFR,cpu_activity,0.840370363783498,7.3656877173194175,75.95811104774475,49.72265625
10,ARFR,cpu_activity,0.7855711940556548,8.536858909265874,53.17398142814636,55.359375
2,ARFR,cpu_activity,0.7795872063175074,8.655156793188034,78.5446560382843,48.8359375
3,ARFR,cpu_activity,0.8265550985104151,7.677809091660289,69.4553713798523,43.67578125
4,ARFR,cpu_activity,0.7795872063175074,8.655156793188034,53.14299440383911,61.7109375
5,ARFR,cpu_activity,0.7918873700724371,8.410189062310153,49.11295437812805,79.59375
6,ARFR,cpu_activity,0.7904477029483538,8.439228638308206,50.868428230285645,55.96875
7,ARFR,cpu_activity,0.7304441339638045,9.571520500224949,51.10180449485779,68.25390625
8,ARFR,cpu_activity,0.8265550985104151,7.677809091660289,50.01578402519226,71.6796875
9,ARFR,cpu_activity,0.840370363783498,7.3656877173194175,51.58350491523743,57.57421875
1,ARFR,elevators,0.652538329071174,0.0039625455229770614,125.06279993057251,79.2421875
10,ARFR,elevators,0.6678115696211001,0.0038744767929549066,92.3591582775116,103.9296875
2,ARFR,elevators,0.6308095878417832,0.0040845669561072615,142.0448920726776,140.796875
3,ARFR,elevators,0.6308095878417832,0.0040845669561072615,131.45792531967163,138.9765625
4,ARFR,elevators,0.6471558485351224,0.003993119196326148,88.34911775588989,123.3984375
5,ARFR,elevators,0.652538329071174,0.0039625455229770614,84.4346866607666,111.99609375
6,ARFR,elevators,0.6665027387731197,0.003882102057861439,93.296062707901,106.1875
7,ARFR,elevators,0.6678115696211001,0.0038744767929549066,85.24231767654419,120.37109375
8,ARFR,elevators,0.6678115696211001,0.0038744767929549066,99.01795816421509,88.3203125
9,ARFR,elevators,0.6541389799025226,0.003953407862825855,105.85701656341553,103.98828125
1,ARFR,fried,0.816565897668457,2.1408154609680876,403.72552514076233,280.3671875
10,ARFR,fried,0.8388193827268606,2.0067607610849594,312.6812415122986,279.7109375
2,ARFR,fried,0.8272803142158307,2.077352097450875,393.8412699699402,277.359375
3,ARFR,fried,0.836778586330985,2.0194251500372187,398.76727414131165,280.70703125
4,ARFR,fried,0.8383286671261305,2.009813238637924,304.18349957466125,286.62890625
5,ARFR,fried,0.816565897668457,2.1408154609680876,291.22621607780457,294.7421875
6,ARFR,fried,0.816565897668457,2.1408154609680876,274.2791609764099,295.17578125
7,ARFR,fried,0.8269403943139619,2.07939525261886,279.20416140556335,300.42578125
8,ARFR,fried,0.8347624151423096,2.031859213022397,327.67526721954346,258.69140625
9,ARFR,fried,0.8272803142158307,2.077352097450875,289.2459816932678,259.140625
1,ARFR,hyperA,0.9384270733771295,1.85673290926571,7082.980119466782,916.15234375
10,ARFR,hyperA,0.9386697049950209,1.8530710174377751,6508.535215854645,1004.51171875
2,ARFR,hyperA,0.9384689203605725,1.8561018536889742,7030.583904981613,964.578125
3,ARFR,hyperA,0.9382089206831038,1.8600192005688025,6714.733765363693,914.1875
4,ARFR,hyperA,0.9384013020272381,1.8571214364169504,7041.874182939529,995.37109375
5,ARFR,hyperA,0.9384013020272381,1.8571214364169504,6699.190027475357,987.15625
6,ARFR,hyperA,0.9384013020272381,1.8571214364169504,6770.236802101135,976.38671875
7,ARFR,hyperA,0.9386697049950209,1.8530710174377751,7263.688291311264,1022.16015625
8,ARFR,hyperA,0.9387516042204214,1.8518333274773393,7244.8932230472565,921.09375
9,ARFR,hyperA,0.9382089206831038,1.8600192005688025,6621.345176935196,930.80078125
1,ARFR,kin8nm,0.4478834119635108,0.19601689886531182,60.18566966056824,47.84765625
10,ARFR,kin8nm,0.4711084783709405,0.19184983007887105,35.425541162490845,50.2734375
2,ARFR,kin8nm,0.46287371341614625,0.19333759849792684,48.768720626831055,60.9609375
3,ARFR,kin8nm,0.487135882861373,0.1889205814398662,48.216646671295166,60.76171875
4,ARFR,kin8nm,0.4478834119635108,0.19601689886531182,41.21694087982178,72.40234375
5,ARFR,kin8nm,0.4990098645221195,0.1867208018140144,36.164923429489136,56.83203125
6,ARFR,kin8nm,0.48951456182587894,0.18848196264110767,34.824548959732056,50.18359375
7,ARFR,kin8nm,0.48081135952445253,0.19008187497218101,37.07402062416077,60.4765625
8,ARFR,kin8nm,0.487135882861373,0.1889205814398662,40.08454084396362,53.1484375
9,ARFR,kin8nm,0.4478834119635108,0.19601689886531182,39.341909646987915,63.1875
1,ARFR,white_wine,0.3011839647784368,0.7442368310501702,27.508636713027954,26.71875
10,ARFR,white_wine,0.306611102119126,0.7413412562865542,20.104851007461548,26.34375
2,ARFR,white_wine,0.2927431318692928,0.7487180696702049,29.260732889175415,19.875
3,ARFR,white_wine,0.30824572722896215,0.7404669056331037,22.342429161071777,36.8984375
4,ARFR,white_wine,0.2927431318692928,0.7487180696702049,20.330194234848022,36.9375
5,ARFR,white_wine,0.30824572722896215,0.7404669056331037,19.13095736503601,34.265625
6,ARFR,white_wine,0.30824572722896215,0.7404669056331037,20.353089332580566,21.4453125
7,ARFR,white_wine,0.296131872380362,0.7469222173703843,20.124647617340088,28.8046875
8,ARFR,white_wine,0.30593500135294394,0.7417025969939888,20.14068078994751,27.4765625
9,ARFR,white_wine,0.30593500135294394,0.7417025969939888,19.527372121810913,33.890625
1,ASML-REG-best,FriedmanGra,0.7780603608292624,2.346722535504866,2330.9967279434204,45.8046875
10,ASML-REG-best,FriedmanGra,0.7737819371757466,2.3692339409715366,1795.7741208076477,53.34765625
2,ASML-REG-best,FriedmanGra,0.770827355938081,2.3846557544851517,2277.7793498039246,32.58203125
3,ASML-REG-best,FriedmanGra,0.7731758173353322,2.3724058341652765,2098.828090429306,53.03515625
4,ASML-REG-best,FriedmanGra,0.7714393425031073,2.3814696131384654,1715.317105770111,39.6640625
5,ASML-REG-best,FriedmanGra,0.7737819371757466,2.3692339409715366,1883.5518918037415,54.78125
6,ASML-REG-best,FriedmanGra,0.770827355938081,2.3846557544851517,1796.7717669010162,37.13671875
7,ASML-REG-best,FriedmanGra,0.770827355938081,2.3846557544851517,1801.7990844249725,48.07421875
8,ASML-REG-best,FriedmanGra,0.776224845953674,2.3564066432589486,1811.4039533138275,34.4296875
9,ASML-REG-best,FriedmanGra,0.7714393425031073,2.3814696131384654,1709.7889811992645,56.828125
1,ASML-REG-best,FriedmanGsg,0.7683191924076396,2.396497387591939,2240.4599599838257,42.0
10,ASML-REG-best,FriedmanGsg,0.7629422885066206,2.424147126157715,1615.1186950206757,58.5703125
2,ASML-REG-best,FriedmanGsg,0.7655315373773991,2.410871975370206,2051.7067625522614,49.734375
3,ASML-REG-best,FriedmanGsg,0.7684239656868411,2.3959554409229837,1853.8848032951355,65.44140625
4,ASML-REG-best,FriedmanGsg,0.766109833345666,2.407897037384652,1642.5880501270294,57.5703125
5,ASML-REG-best,FriedmanGsg,0.7623934480030455,2.426951719454512,1600.6627261638641,41.046875
6,ASML-REG-best,FriedmanGsg,0.7683191924076396,2.396497387591939,1590.3321495056152,47.265625
7,ASML-REG-best,FriedmanGsg,0.7684239656868411,2.3959554409229837,1739.6139504909515,65.203125
8,ASML-REG-best,FriedmanGsg,0.7684239656868411,2.3959554409229837,1828.8280658721924,50.90234375
9,ASML-REG-best,FriedmanGsg,0.7629422885066206,2.424147126157715,1683.931168794632,59.4375
1,ASML-REG-best,FriedmanLea,0.7456152496776847,2.726249712487833,2235.061558485031,47.54296875
10,ASML-REG-best,FriedmanLea,0.7456152496776847,2.726249712487833,1579.561019897461,51.3359375
2,ASML-REG-best,FriedmanLea,0.7466821919500304,2.72052647741104,2237.047816991806,38.1640625
3,ASML-REG-best,FriedmanLea,0.7462289764070269,2.722959061795879,1874.4846997261047,59.66015625
4,ASML-REG-best,FriedmanLea,0.7509211553348982,2.6976681073181754,1729.1770994663239,48.72265625
5,ASML-REG-best,FriedmanLea,0.7462289764070269,2.722959061795879,1735.4620516300201,51.32421875
6,ASML-REG-best,FriedmanLea,0.7471481645590026,2.7180231509780186,1809.3522515296936,40.2890625
7,ASML-REG-best,FriedmanLea,0.7462289764070269,2.722959061795879,1767.435476064682,52.8828125
8,ASML-REG-best,FriedmanLea,0.7471481645590026,2.7180231509780186,1833.3164291381836,44.1171875
9,ASML-REG-best,FriedmanLea,0.7466821919500304,2.72052647741104,1758.5187644958496,45.359375
1,ASML-REG-best,House8L,0.4225985332194788,40166.98837955602,320.12352561950684,48.05078125
10,ASML-REG-best,House8L,0.42997375473676547,39909.63494058318,392.17125487327576,49.109375
2,ASML-REG-best,House8L,0.4253935511393174,40069.65259898091,341.58648777008057,34.8046875
3,ASML-REG-best,House8L,0.4225985332194788,40166.98837955602,327.5479202270508,33.0546875
4,ASML-REG-best,House8L,0.4251152699757339,40079.35426508618,342.5753421783447,31.89453125
5,ASML-REG-best,House8L,0.42997375473676547,39909.63494058318,407.7215337753296,39.44140625
6,ASML-REG-best,House8L,0.4225985332194788,40166.98837955602,324.7762200832367,41.11328125
7,ASML-REG-best,House8L,0.430078617563468,39905.96385556179,363.08187341690063,42.20703125
8,ASML-REG-best,House8L,0.4253935511393174,40069.65259898091,340.6707627773285,40.2421875
9,ASML-REG-best,House8L,0.4251152699757339,40079.35426508618,313.9334330558777,47.234375
1,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,465.2329785823822,28.453125
10,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,450.5121078491211,26.03125
2,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,433.493896484375,28.04296875
3,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,388.818496465683,20.94921875
4,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,442.7980978488922,11.80859375
5,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,479.3241834640503,13.77734375
6,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,461.63606452941895,28.1796875
7,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,519.6927669048309,19.35546875
8,ASML-REG-best,MetroTraffic,0.4993113680959391,1406.1317414667526,392.6882538795471,12.546875
9,ASML-REG-best,MetroTraffic,0.4748486903602259,1440.0725526361132,445.27222323417664,22.7734375
1,ASML-REG-best,abalone,0.5409399537383578,2.25986553039602,104.6081964969635,7.9375
10,ASML-REG-best,abalone,0.5592893846656685,2.2142395595187865,103.51939129829407,18.96484375
2,ASML-REG-best,abalone,0.5592893846656685,2.2142395595187865,97.47833204269409,9.12890625
3,ASML-REG-best,abalone,0.5592893846656685,2.2142395595187865,100.82624554634094,17.0859375
4,ASML-REG-best,abalone,0.5566445913508982,2.2208736704041097,94.57446551322937,18.05859375
5,ASML-REG-best,abalone,0.5409399537383578,2.25986553039602,105.01618003845215,3.34765625
6,ASML-REG-best,abalone,0.5566445913508982,2.2208736704041097,89.00768518447876,22.734375
7,ASML-REG-best,abalone,0.5409399537383578,2.25986553039602,101.95291686058044,6.2890625
8,ASML-REG-best,abalone,0.5592893846656685,2.2142395595187865,103.73062801361084,12.46484375
9,ASML-REG-best,abalone,0.5592893846656685,2.2142395595187865,100.31601428985596,4.9921875
1,ASML-REG-best,ailerons,0.7632730839358387,0.05513170917301225,199.77203607559204,12.66796875
10,ASML-REG-best,ailerons,0.7572322220430661,0.05583071091722439,178.89387583732605,9.2890625
2,ASML-REG-best,ailerons,0.7632730839358387,0.05513170917301225,213.74582028388977,1.0859375
3,ASML-REG-best,ailerons,0.7572322220430661,0.05583071091722439,188.5336308479309,11.29296875
4,ASML-REG-best,ailerons,0.7767336894055459,0.05354133975406452,172.93208527565002,6.09375
5,ASML-REG-best,ailerons,0.7803099116664092,0.05311080304249454,202.85841035842896,23.234375
6,ASML-REG-best,ailerons,0.7632730839358387,0.05513170917301225,210.94684648513794,20.46484375
7,ASML-REG-best,ailerons,0.7572322220430661,0.05583071091722439,196.80327701568604,11.8125
8,ASML-REG-best,ailerons,0.7572322220430661,0.05583071091722439,191.97422647476196,13.31640625
9,ASML-REG-best,ailerons,0.7572322220430661,0.05583071091722439,189.62141060829163,13.24609375
1,ASML-REG-best,bike,0.7449900401096934,91.60185734072748,117.24007153511047,16.390625
10,ASML-REG-best,bike,0.7452139390308683,91.56163526298245,143.3834035396576,5.87890625
2,ASML-REG-best,bike,0.7452139390308683,91.56163526298245,146.3150599002838,9.0078125
3,ASML-REG-best,bike,0.742491182823366,92.04956916434526,155.69023871421814,18.9765625
4,ASML-REG-best,bike,0.7452139390308683,91.56163526298245,134.84101223945618,13.953125
5,ASML-REG-best,bike,0.742491182823366,92.04956916434526,145.96216893196106,11.37109375
6,ASML-REG-best,bike,0.7686835997463002,87.2426644459536,121.97205114364624,9.87890625
7,ASML-REG-best,bike,0.742491182823366,92.04956916434526,151.77478790283203,26.97265625
8,ASML-REG-best,bike,0.7449900401096934,91.60185734072748,119.8225953578949,13.5625
9,ASML-REG-best,bike,0.7686835997463002,87.2426644459536,106.58766913414001,12.76953125
1,ASML-REG-best,cpu_activity,0.8790837173697097,6.410603756763243,101.63116121292114,4.24609375
10,ASML-REG-best,cpu_activity,0.9133983997292647,5.425246791606538,91.09247541427612,13.47265625
2,ASML-REG-best,cpu_activity,0.9070040517679496,5.621970387396248,91.40036487579346,6.77734375
3,ASML-REG-best,cpu_activity,0.9070040517679496,5.621970387396248,95.37193655967712,15.5546875
4,ASML-REG-best,cpu_activity,0.9064480124543517,5.638752719047227,74.57947492599487,18.9453125
5,ASML-REG-best,cpu_activity,0.8860284021446642,6.223788971299799,76.21947431564331,11.8046875
6,ASML-REG-best,cpu_activity,0.9132424450569436,5.43012956518454,101.87656807899475,15.5234375
7,ASML-REG-best,cpu_activity,0.8860284021446642,6.223788971299799,77.04243588447571,17.84375
8,ASML-REG-best,cpu_activity,0.8774652349198359,6.453364585366929,83.70149064064026,17.92578125
9,ASML-REG-best,cpu_activity,0.8860284021446642,6.223788971299799,77.32442927360535,9.4296875
1,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,263.4228096008301,27.00390625
10,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,254.3334882259369,18.76953125
2,ASML-REG-best,elevators,0.7868477166706461,0.003103600457977343,271.9202370643616,25.0859375
3,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,258.6921615600586,15.28515625
4,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,266.79856538772583,14.0078125
5,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,287.0866780281067,18.7265625
6,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,292.3678538799286,9.27734375
7,ASML-REG-best,elevators,0.7868477166706461,0.003103600457977343,250.19037103652954,8.1171875
8,ASML-REG-best,elevators,0.7868477166706461,0.003103600457977343,260.87417340278625,16.5
9,ASML-REG-best,elevators,0.7922496084060595,0.0030640210047748395,263.3638801574707,19.48828125
1,ASML-REG-best,fried,0.775988484605735,2.365780050004337,773.2801842689514,52.640625
10,ASML-REG-best,fried,0.7735334744991614,2.378708375543382,667.9480321407318,48.92578125
2,ASML-REG-best,fried,0.7735334744991614,2.378708375543382,681.0346028804779,52.59375
3,ASML-REG-best,fried,0.7704798238881208,2.3946918019756422,798.4377512931824,53.33984375
4,ASML-REG-best,fried,0.7735334744991614,2.378708375543382,726.6578938961029,43.92578125
5,ASML-REG-best,fried,0.7735334744991614,2.378708375543382,727.8140003681183,48.5390625
6,ASML-REG-best,fried,0.775988484605735,2.365780050004337,773.859218120575,55.16015625
7,ASML-REG-best,fried,0.7711408144310434,2.39124110338568,698.6116788387299,44.6328125
8,ASML-REG-best,fried,0.7711408144310434,2.39124110338568,731.8819115161896,58.83984375
9,ASML-REG-best,fried,0.7735334744991614,2.378708375543382,744.6622850894928,44.87890625
1,ASML-REG-best,hyperA,0.9402321969368767,1.8293136834995323,9324.648240089417,58.19921875
10,ASML-REG-best,hyperA,0.9401632302383105,1.830368811386752,7737.514178991318,53.59375
2,ASML-REG-best,hyperA,0.9405472469303761,1.8244859440730699,9180.767241239548,50.203125
3,ASML-REG-best,hyperA,0.9401632302383105,1.830368811386752,8954.734733581543,46.31640625
4,ASML-REG-best,hyperA,0.9402321969368767,1.8293136834995323,9149.663890838623,58.046875
5,ASML-REG-best,hyperA,0.939747057338614,1.8367230143821274,9292.891169786453,66.4609375
6,ASML-REG-best,hyperA,0.9405472469303761,1.8244859440730699,8987.138393640518,64.98046875
7,ASML-REG-best,hyperA,0.9405472469303761,1.8244859440730699,9279.293164730072,60.23828125
8,ASML-REG-best,hyperA,0.9400508153633025,1.8320873544531062,8299.478982448578,58.171875
9,ASML-REG-best,hyperA,0.9402042595822516,1.8297411729814321,8422.171242952347,75.26953125
1,ASML-REG-best,kin8nm,0.6020331951417914,0.16641847595135453,59.58890700340271,3.5546875
10,ASML-REG-best,kin8nm,0.590812358660265,0.16874828604483086,62.54809784889221,13.93359375
2,ASML-REG-best,kin8nm,0.6085966695461653,0.16504044071697876,58.08012056350708,11.19921875
3,ASML-REG-best,kin8nm,0.6085966695461653,0.16504044071697876,61.16056227684021,8.49609375
4,ASML-REG-best,kin8nm,0.6020331951417914,0.16641847595135453,56.9786958694458,18.71484375
5,ASML-REG-best,kin8nm,0.5990208512209079,0.16704712714344866,65.33218669891357,13.1953125
6,ASML-REG-best,kin8nm,0.6085966695461653,0.16504044071697876,55.61887526512146,7.08203125
7,ASML-REG-best,kin8nm,0.6020331951417914,0.16641847595135453,55.39318919181824,3.07421875
8,ASML-REG-best,kin8nm,0.5990208512209079,0.16704712714344866,58.87757229804993,3.625
9,ASML-REG-best,kin8nm,0.6020331951417914,0.16641847595135453,51.87907385826111,5.3828125
1,ASML-REG-best,white_wine,0.24211529444191604,0.7750528172961073,53.09579133987427,0.7421875
10,ASML-REG-best,white_wine,0.28037933417065475,0.7552340137168299,34.72239017486572,0.3125
2,ASML-REG-best,white_wine,0.2879230502789908,0.751265061022447,51.57118201255798,8.08984375
3,ASML-REG-best,white_wine,0.14507774247725824,0.8231766441151984,39.63587975502014,16.43359375
4,ASML-REG-best,white_wine,0.2152480179872297,0.7886711209950971,33.87507748603821,11.41015625
5,ASML-REG-best,white_wine,0.2569018959360674,0.7674547959741382,38.9978084564209,3.13671875
6,ASML-REG-best,white_wine,0.14507774247725824,0.8231766441151984,39.0323600769043,1.66796875
7,ASML-REG-best,white_wine,0.2133820332597678,0.789608216100948,35.25207161903381,3.734375
8,ASML-REG-best,white_wine,0.14507774247725824,0.8231766441151984,38.67936301231384,11.9921875
9,ASML-REG-best,white_wine,0.28672467402696755,0.7518969588404801,40.09972357749939,1.7109375
1,ASML-REG,FriedmanGra,0.8343000138022434,2.027708595642001,3300.686518907547,434.5
10,ASML-REG,FriedmanGra,0.8442611998439308,1.9658153336145427,2923.3418929576874,430.8125
2,ASML-REG,FriedmanGra,0.8424238762922893,1.9773771555437525,4004.47852063179,771.9296875
3,ASML-REG,FriedmanGra,0.8442611998439308,1.9658153336145427,3486.2608213424683,433.33203125
4,ASML-REG,FriedmanGra,0.8374570281074336,2.0082991482351584,3333.535962343216,796.46875
5,ASML-REG,FriedmanGra,0.8424238762922893,1.9773771555437525,3523.6827878952026,743.48046875
6,ASML-REG,FriedmanGra,0.844009259028851,1.9674047544199984,3306.0599858760834,721.12109375
7,ASML-REG,FriedmanGra,0.8409036746315274,1.9868925461670168,3224.557449579239,511.1484375
8,ASML-REG,FriedmanGra,0.8442611998439308,1.9658153336145427,3110.6325068473816,436.640625
9,ASML-REG,FriedmanGra,0.8396064524604252,1.9949763546814963,2889.367756128311,424.97265625
1,ASML-REG,FriedmanGsg,0.8358322013063824,2.0173252206908634,4178.96613907814,521.2109375
10,ASML-REG,FriedmanGsg,0.8407209218622547,1.9870614478949333,2879.0907711982727,650.58984375
2,ASML-REG,FriedmanGsg,0.8441637702265755,1.9654687674277393,3770.526540994644,733.79296875
3,ASML-REG,FriedmanGsg,0.8385786444430574,2.00037964051645,3472.209807395935,821.46484375
4,ASML-REG,FriedmanGsg,0.8358322013063824,2.0173252206908634,3447.7494266033173,541.08203125
5,ASML-REG,FriedmanGsg,0.8430971990981595,1.9721833086555869,3158.114541530609,537.48046875
6,ASML-REG,FriedmanGsg,0.8441637702265755,1.9654687674277393,3538.9113578796387,745.9296875
7,ASML-REG,FriedmanGsg,0.8390219575176168,1.9976309207567478,3408.6534371376038,518.5234375
8,ASML-REG,FriedmanGsg,0.8440266608117808,1.966333216676336,4450.55509352684,562.15234375
9,ASML-REG,FriedmanGsg,0.8390219575176168,1.9976309207567478,3304.9135620594025,538.24609375
1,ASML-REG,FriedmanLea,0.8395424969558354,2.1652104333293107,5651.707800388336,971.37890625
